id,external_id,title,company,location,salary_min,salary_max,apply_url,source,date_found,status,resume_storage_path,cover_letter_storage_path,tailored_resume,cover_letter_content,adzuna_id,description,created_at,updated_at,firm_name,ats_type,ats_job_id,ats_company_id,ats_board_token,department,application_screenshot_path,telegram_message_id,approved_at,applied_at,follow_up_sent,error_log,job_url,resume_url,cover_url
0269b938-cfc2-4baf-a85d-48ccc07adadf,adzuna_5637664882,Junior .NET Engineers - AU Citizens,Accenture,"Melbourne CBD, Melbourne",,,https://www.adzuna.com.au/land/ad/5637664882?se=fBcqOUwp8RGJgNwC8clYgA&utm_medium=api&utm_source=c30cd290&v=4F185E3843EAD490ACC13FD0657D0C85E77DA965,adzuna,2026-02-20,new,,,,,,"This is a Junior .NET Engineers - AU Citizens role with Accenture based in Melbourne, VIC, AU  Accenture  Role Seniority - junior More about the Junior .NET Engineers - AU Citizens role at Accenture Are you passionate about building modern, scalable applications using the latest Microsoft technologies? We are seeking motivated Junior .NET Engineers to join our dynamic team and grow their skills in a collaborative, Agile environment. Role Responsibilities: Participating in the Software Developme…",2026-03-26 19:46:07.196184+00,2026-03-26 19:46:07.196184+00,Accenture,adzuna,,,,,,,,,false,,,,
027f5a20-1362-474e-b3d0-0ca91e250fb3,jora_a974f69811ee9fd2dc4811d682b9a63e,Business Analyst,Araza,Melbourne VIC,,,https://au.jora.com/job/Business-Analyst-a974f69811ee9fd2dc4811d682b9a63e?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=99a3865153402784cec2bb532d26fb66&sp=sserp&sponsored=true&sq=ICT+business+analyst&sr=5&tk=Pzrz7fGkmKY7eU6MtyTL-eIKrQe6hJtB1fVVize7v&trigger_source=serp,jora,2026-03-27,new,,,,,,"Analyze business processes, identify gaps, and suggest improvements • Collaborate with technical and business teams on process-related initiatives • Translate insights into documentation, lead workshops, problem-solve",2026-03-26 19:54:51.86949+00,2026-03-26 19:54:51.86949+00,Araza,jora,,,,,,,,,false,,https://au.jora.com/job/Business-Analyst-a974f69811ee9fd2dc4811d682b9a63e?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=99a3865153402784cec2bb532d26fb66&sp=sserp&sponsored=true&sq=ICT+business+analyst&sr=5&tk=Pzrz7fGkmKY7eU6MtyTL-eIKrQe6hJtB1fVVize7v&trigger_source=serp,,
02c97386-09a8-40f4-b072-33763ae1588f,jora_994dc1a3a5fc59ba706fa1126a01127a,Business Analyst,Hays Recruitment,Melbourne VIC,,,https://au.jora.com/job/Business-Analyst-994dc1a3a5fc59ba706fa1126a01127a?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=10b7dc81d95f94be30ab3eb351cde0a1&sp=serp&sponsored=false&sq=ICT+business+analyst&sr=25&tk=yQOPl_Rr8RW22I8bJBl3-7GtFZxpoPWCgY3e8Lg4b&trigger_source=serp,jora,2026-03-27,new,,,,,,"Manage collation, validation, and traceability of business requirements • Shape and refine requirements to maximize COTS functionality • Engage with stakeholders to challenge legacy systems and processes",2026-03-26 19:54:56.396673+00,2026-03-26 19:54:56.396673+00,Hays Recruitment,jora,,,,,,,,,false,,https://au.jora.com/job/Business-Analyst-994dc1a3a5fc59ba706fa1126a01127a?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=10b7dc81d95f94be30ab3eb351cde0a1&sp=serp&sponsored=false&sq=ICT+business+analyst&sr=25&tk=yQOPl_Rr8RW22I8bJBl3-7GtFZxpoPWCgY3e8Lg4b&trigger_source=serp,,
0333f79a-7393-4eec-818f-e4cb3ff41a37,5673189410,Risk Analyst,MYM Consulting,"Sydney, Sydney Region",110000,110000,https://www.adzuna.com.au/details/5673189410?utm_medium=api&utm_source=c30cd290,Adzuna,2026-03-22,new,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/23/resume_41_MYM_Consulting_Risk_Analyst.pdf,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/23/cover_41_MYM_Consulting_Risk_Analyst.pdf,,,5673189410,"What's in it for you? The opportunity to work for a fast-growing Australian-based multi-asset broker. They offer a focus on superior customer service and technology-focused solutions to wholesale and institutional clients. They have a collaborative and team-based environment and believe in long-term professional and personal development for all of their staff. This role will develop into a more senior position as the company and team continue to grow. A competitive salary, benefits, and bonus i…",2026-03-22 17:03:00.723313+00,2026-03-22 17:03:00.723313+00,,,,,,,,,,,false,,,,
038c446b-e610-49aa-8a0e-be4db1ead671,5664253297,Senior Full Stack Software Engineer,Heidi,Australia,150000,220000,https://www.adzuna.com.au/details/5664253297?utm_medium=api&utm_source=c30cd290,Adzuna,2026-03-27,new,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/28/resume_20_Heidi_Senior_Full_Sta.pdf,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/28/cover_20_Heidi_Senior_Full_Sta.pdf,,,5664253297,"Who We Are Healthcare needs a better rhythm: one that keeps care continuous and deeply human. Heidi is building an AI Care Partner that works alongside clinicians to make that possible. We’re a team of doctors, engineers, designers, researchers, and creatives building tools that help clinicians stay focused on what matters most: their patients. In just 18 months, Heidi has given back more than 18 million hours to healthcare professionals — supporting 73 million patient visits in 116 countries. …",2026-03-27 17:14:38.62527+00,2026-03-27 17:14:38.62527+00,,,,,,,,,,,false,,,,
039b1d5f-ff4f-4f20-81e6-05badd440696,5673189642,Accounts Payable & Payroll Officer (12-Month Maternity Leave Cover),The Technical and Engineering Network,"Perth, Perth Region",90000,90000,https://www.adzuna.com.au/details/5673189642?utm_medium=api&utm_source=c30cd290,Adzuna,2026-03-22,new,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/23/resume_37_The_Technical_a_Accounts_Payabl.pdf,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/23/cover_37_The_Technical_a_Accounts_Payabl.pdf,,,5673189642,"We are currently seeking an experienced Accounts Payable & Payroll Officer to join a large, well-established building company based in Osborne Park. Known for delivering quality construction projects and maintaining a strong reputation in the WA market, this business offers a supportive and collaborative team environment. This is a 12-month maternity leave contract, ideal for someone who enjoys a busy, hands-on role and can step in with confidence. Working closely with the wider finance team an…",2026-03-22 17:01:29.668285+00,2026-03-22 17:01:29.668285+00,,,,,,,,,,,false,,,,
03f87620-9634-4d91-9413-23a2f2c2a7b9,jora_DevOps-Architect-d6271e20ce4498803694dea252c5667b,DevOps Architect - Melbourne / Sydney,Ayan Infotech,Melbourne VIC,,,https://au.jora.com/job/DevOps-Architect-d6271e20ce4498803694dea252c5667b?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=55432e275831c01b7842026d035ade8f&sp=sserp&sponsored=true&sq=devops+engineer&sr=56&tk=xwofuKPFexqZ6umjzU5e-ZkfZJAeEK9Do4Sm1qxqs&trigger_source=serp,jora,2026-03-27,new,,,,,,"Streamline development by integrating ServiceNow with Jenkins, GitHub, Docker • Implement end-to-end DevOps for ServiceNow apps, manage Git branching • Build Jenkins pipelines, monitor deployment metrics with NewRelic",2026-03-26 19:48:11.918935+00,2026-03-26 19:48:11.918935+00,Ayan Infotech,jora,,,,,,,,,false,,https://au.jora.com/job/DevOps-Architect-d6271e20ce4498803694dea252c5667b?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=55432e275831c01b7842026d035ade8f&sp=sserp&sponsored=true&sq=devops+engineer&sr=56&tk=xwofuKPFexqZ6umjzU5e-ZkfZJAeEK9Do4Sm1qxqs&trigger_source=serp,,
04020bff-8a7d-425b-94f9-35bde13c5465,jora_aad5785bfb2a174069a2b368c6a24fe6,Web Developer Intern / Trainee - Remote,Business Web Solutions,Melbourne VIC,,,https://au.jora.com/job/Web-Developer-aad5785bfb2a174069a2b368c6a24fe6?abstract_type=original&disallow=true&fsv=true&sl=Melbourne&sol_key=ea0fa6e0d611fa277ca2db1dc06d7822&sp=serp&sponsored=false&sq=web+developer&sr=1&tk=n2XGJUgg9UJvw81nMhbW-A7w7rYsek8xoH_3WnQVo&trigger_source=serp,jora,2026-03-27,new,,,,,,"We are looking for enthusiastic Website/Web Development Interns for ongoing vacancies, who are excited to build real-world experience in...",2026-03-26 19:55:52.135184+00,2026-03-26 19:55:52.135184+00,Business Web Solutions,jora,,,,,,,,,false,,https://au.jora.com/job/Web-Developer-aad5785bfb2a174069a2b368c6a24fe6?abstract_type=original&disallow=true&fsv=true&sl=Melbourne&sol_key=ea0fa6e0d611fa277ca2db1dc06d7822&sp=serp&sponsored=false&sq=web+developer&sr=1&tk=n2XGJUgg9UJvw81nMhbW-A7w7rYsek8xoH_3WnQVo&trigger_source=serp,,
04211326-a024-4ce9-a39f-f76df6ceb835,adzuna_5650837227,Business Systems Analyst Senior,FIS Australia,"Melbourne CBD, Melbourne",,,https://www.adzuna.com.au/details/5650837227?utm_medium=api&utm_source=c30cd290,adzuna,2026-03-26,new,,,,,,"JOB DESCRIPTION Position Type : Full time Type Of Hire : Experienced (relevant combo of work and education) Education Desired : Bachelor of Computer Science Are you curious, motivated, and forward-thinking? FIS is a global Fintech working with the world’s leading banks and finance institutions. Here at FIS you’ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a…",2026-03-26 06:40:36.322171+00,2026-03-26 06:40:53.751085+00,,,,,,,,,,,false,,,,
042b29e8-b5f1-4c02-b6a9-0097175ba138,jora_81213891428ea56c2db1a0b4a10aa28a,Data Engineer - ERP,Kinetic,Melbourne VIC,,,https://au.jora.com/job/Data-Engineer-81213891428ea56c2db1a0b4a10aa28a?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=84f130c623bf61bda415fd6803b79533&sp=serp&sponsored=false&sq=database+administrator&sr=32&tk=7oamQhPhpMfN759po_qv-l9UHbmcT4nGzOCVSLEaJ&trigger_source=serp,jora,2026-03-27,new,,,,,,"Design, develop, and test Oracle PL/SQL routines for ETL • Analyse data models, resolve quality issues, and validate data • 5+ years' experience in Oracle data migration and ERP environments",2026-03-26 19:55:40.998587+00,2026-03-26 19:55:40.998587+00,Kinetic,jora,,,,,,,,,false,,https://au.jora.com/job/Data-Engineer-81213891428ea56c2db1a0b4a10aa28a?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=84f130c623bf61bda415fd6803b79533&sp=serp&sponsored=false&sq=database+administrator&sr=32&tk=7oamQhPhpMfN759po_qv-l9UHbmcT4nGzOCVSLEaJ&trigger_source=serp,,
04395761-d5c3-41c7-8485-e278647b3d70,adzuna_5595065742,Solution Sales Executive - Finance and Spend Management - Melbourne,SAP,"Southbank, Melbourne",,,https://www.adzuna.com.au/details/5595065742?utm_medium=api&utm_source=c30cd290,adzuna,2026-01-22,new,,,,,,"We help the world run better At SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging - but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succee…",2026-03-26 19:46:11.252504+00,2026-03-26 19:46:11.252504+00,SAP,adzuna,,,,,,,,,false,,,,
045dc8ff-a4e2-4987-8811-e510d7265438,jora_6c2e6f75db2d664da2085abf00c6b319,Business Analyst,Frazer Tremble Executive,Melbourne VIC,,,https://au.jora.com/job/Business-Analyst-6c2e6f75db2d664da2085abf00c6b319?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=3655f8c781fc0de78843fc845618f016&sp=sserp&sponsored=true&sq=ICT+business+analyst&sr=44&tk=FuH8vaDwAM8wXIVxYJyY-KZV2smXlVWMUsQBgGqta&trigger_source=serp,jora,2026-03-27,new,,,,,,"Experienced in insurance sector with strong process mapping skills • Supporting discovery, design phase of target operating model initiative • Facilitate workshops, analyze customer journeys, produce process maps",2026-03-26 20:03:13.176362+00,2026-03-26 20:03:13.176362+00,Frazer Tremble Executive,jora,,,,,,,,,false,,https://au.jora.com/job/Business-Analyst-6c2e6f75db2d664da2085abf00c6b319?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=3655f8c781fc0de78843fc845618f016&sp=sserp&sponsored=true&sq=ICT+business+analyst&sr=44&tk=FuH8vaDwAM8wXIVxYJyY-KZV2smXlVWMUsQBgGqta&trigger_source=serp,,
04ad3aed-c559-4a52-bde0-4c09e3a7ab4c,5673190738,Senior Project Engineer | Water & Wastewater Treatment,Integrated Talent,"Glen Waverley, Monash Area",150000,170000,https://www.adzuna.com.au/details/5673190738?utm_medium=api&utm_source=c30cd290,Adzuna,2026-03-21,new,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/22/resume_44_Integrated_Tale_Senior_Project_.pdf,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/22/cover_44_Integrated_Tale_Senior_Project_.pdf,,,5673190738,"Are you looking for a Senior Project Engineer role in Water and Wastewater Treatment that offers genuine ownership? Well-established Victorian manufacturer with a national project portfolio is seeking a Senior Project Engineer to lead project delivery end-to-end. Strong project pipeline, a capable and collaborative team, and a salary that reflects the seniority of the role. As Senior Project Engineer, you'll sit at the intersection of technical delivery and engineering management - owning proje…",2026-03-21 16:58:21.987534+00,2026-03-21 16:58:21.987534+00,,,,,,,,,,,false,,,,
04df834a-456e-4a7f-91a9-2b786ca86bba,jora_Digital-Manager-f2f8b9404d72b5047ca928610e9f59ea,Digital Manager - Website,Hudson,Melbourne VIC,,,https://au.jora.com/job/Digital-Manager-f2f8b9404d72b5047ca928610e9f59ea?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=9f329fd9eeed416cf98814a432806092&sp=sserp&sponsored=true&sq=web+developer&sr=28&tk=eAWFSQORfog4WehWAqWn-XjJ8aUkHifQoxhtIU5_2&trigger_source=serp,jora,2026-03-27,new,,,,,,"Lead and manage website development project for government agency • Website accessibility, UAT, government project experience required. • Effective communication, stakeholder engagement, project management skills",2026-03-26 19:50:50.472936+00,2026-03-26 19:50:50.472936+00,Hudson,jora,,,,,,,,,false,,https://au.jora.com/job/Digital-Manager-f2f8b9404d72b5047ca928610e9f59ea?abstract_type=extended_llm&disallow=true&fsv=true&sl=Melbourne&sol_key=9f329fd9eeed416cf98814a432806092&sp=sserp&sponsored=true&sq=web+developer&sr=28&tk=eAWFSQORfog4WehWAqWn-XjJ8aUkHifQoxhtIU5_2&trigger_source=serp,,
04fd8609-4668-4b98-97b2-aaec08c660e1,5672952130,Software Engineers (Multiple Roles),APS,"Symonston, South Canberra",121755,121755,https://www.adzuna.com.au/details/5672952130?utm_medium=api&utm_source=c30cd290,Adzuna,2026-03-20,new,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/21/resume_13_APS_Software_Engine.pdf,https://nymazemxiqetxxwcwgew.supabase.co/storage/v1/object/public/job-documents/2026/03/21/cover_13_APS_Software_Engine.pdf,,,5672952130,"Geoscience Australia values the lands, water and sky as we work to deepen a shared understanding of Country and Earth. We respect First Nations peoples and their enduring connection, contribution and obligations to Country. Reflecting on our shared history, we are committed to listen and learn. About us Geoscience Australia is Australia's pre-eminent public sector geoscience organisation. We are the nation's trusted advisor on the geology and geography of Australia. We apply science and technol…",2026-03-20 16:54:05.958305+00,2026-03-20 16:54:05.958305+00,,,,,,,,,,,false,,,,
0520302d-e8f8-45e5-aa78-8fbf00c53a55,jora_259c90dcddb67582457a55f2889f9bd5,Senior Software Engineer - API,Medibank,Melbourne VIC,,,https://au.jora.com/job/Software-Engineer-259c90dcddb67582457a55f2889f9bd5?abstract_type=original&disallow=true&fsv=true&sl=Melbourne&sol_key=8a700fecf69be60acd4bc945bcdab4df&sp=serp&sponsored=false&sq=software+engineer&sr=18&tk=kZsFakGzCj_apfenfRlz-Uuq4yFapmDUkexXGOgis&trigger_source=serp,jora,2026-03-27,new,,,,,,"As a Senior Software Engineer – API within our Digital Delivery team, you’ll play a hands-on role in building the high-quality APIs that...",2026-03-26 19:55:05.912835+00,2026-03-26 19:55:05.912835+00,Medibank,jora,,,,,,,,,false,,https://au.jora.com/job/Software-Engineer-259c90dcddb67582457a55f2889f9bd5?abstract_type=original&disallow=true&fsv=true&sl=Melbourne&sol_key=8a700fecf69be60acd4bc945bcdab4df&sp=serp&sponsored=false&sq=software+engineer&sr=18&tk=kZsFakGzCj_apfenfRlz-Uuq4yFapmDUkexXGOgis&trigger_source=serp,,
